"","Control_1","Control_2","Control_3","ZIKV_1","ZIKV_2","ZIKV_3"
"107986281",5,5,5,3,4,1
"152578",0,1,0,0,0,0
"65997",8,2,4,4,6,3
"152579",653,537,353,413,505,269
"101928658",0,1,1,2,2,0
"105377654",1,1,1,5,5,2
"81608",1257,853,602,963,1104,670
"84708",252,172,100,169,229,118
"100873955",1,3,0,0,0,1
"402176",3,9,4,19,20,15
"26511",237,149,96,421,443,227
"5156",16,9,8,47,14,10
"3815",125,94,42,55,57,21
"3791",2,0,0,3,3,1
"79644",701,462,322,425,497,229
"100506462",1,2,1,78,97,56
"105377659",7,2,1,76,94,37
"55858",2818,1920,1173,2059,2597,1465
"9575",779,507,386,561,662,391
"132954",0,0,0,0,4,1
"10874",36,27,25,22,21,13
"55763",953,619,412,695,776,393
"105377663",15,6,9,19,16,5
"9662",518,327,244,366,377,213
"57482",174,127,87,65,92,51
"101928760",0,0,0,2,0,0
"132949",366,308,193,213,265,159
"5471",1422,1016,683,955,1011,549
"10606",9440,6755,4704,5453,5896,3431
"6731",3459,2518,1797,2375,2426,1425
"132946",2,2,2,3,9,4
"105377665",0,1,2,1,3,0
"100506564",0,0,0,1,1,4
"105377667",0,1,0,0,0,0
"105377668",0,0,0,4,2,1
"6691",1,0,5,1,0,0
"5978",1088,725,552,920,1012,493
"84273",944,722,473,699,802,412
"5431",4623,3066,2231,2988,3086,1673
"3490",2846,1933,1323,1594,1720,958
"255130",1006,720,459,583,620,360
"107986228",0,0,0,0,0,1
"105377672",10,2,4,2,8,8
"105377247",0,0,0,0,2,0
"23284",60,35,24,49,35,25
"101927186",4,0,1,3,1,1
"105377253",0,1,0,2,0,0
"2044",103,50,31,52,55,28
"100144602",9,5,6,3,5,3
"105377260",1,1,1,0,1,0
"105377261",1,0,1,3,4,0
"105377262",0,0,0,3,0,0
"101927237",0,0,0,2,7,4
"1060",373,237,144,312,332,186
"26228",0,0,0,1,1,0
"55236",1688,1009,730,1455,1541,860
"550112",209,165,106,173,193,116
"2798",6,0,0,6,4,1
"102724780",4,2,1,5,2,1
"9407",2,1,0,2,1,1
"339967",0,0,0,1,2,1
"91746",2966,2076,1449,2561,3080,1617
"7367",3,1,1,0,1,1
"7366",47,23,16,8,12,12
"7365",12,4,5,3,0,1
"79799",16,10,4,5,5,9
"105377265",2,2,0,1,2,0
"7364",22,14,10,13,12,8
"105377267",0,1,1,0,2,0
"10720",4,3,1,0,6,2
"54490",2,1,1,2,3,0
"7363",3,1,0,1,0,0
"10941",1,0,0,0,1,1
"574537",1,0,0,0,1,1
"27284",2,2,0,0,4,0
"6783",2,0,0,0,0,0
"54959",0,0,0,0,0,1
"10117",1,0,0,1,3,0
"3512",6,12,8,6,7,4
"101927297",0,0,0,5,1,0
"57050",1425,1058,788,1393,1546,864
"22902",611,391,284,445,496,316
"2926",3983,2789,1916,2633,2711,1524
"92597",575,391,280,477,476,240
"1633",947,709,513,638,658,333
"8671",329,211,142,176,192,111
"107986285",2,0,0,1,0,0
"105377271",0,0,0,0,2,0
"2638",7,0,0,0,4,0
"10886",1,0,0,0,2,0
"9508",5,1,1,9,4,2
"107986286",0,0,0,0,0,2
"285521",759,528,372,417,523,306
"112268467",4,6,6,4,7,4
"26057",2983,1825,1337,2029,2147,1280
"102724832",8,5,9,17,17,4
"213",41,40,8,26,33,10
"174",37,29,23,14,24,12
"173",2,0,0,2,6,3
"728040",0,0,0,0,0,1
"166824",406,293,173,205,227,137
"3576",349,212,244,1454,1640,665
"6372",0,0,0,0,0,1
"2919",577,465,328,1298,1396,683
"5196",9,16,11,21,12,16
"5473",12,8,3,7,10,3
"6374",12295,7975,5521,10159,11064,5673
"2921",251,153,148,609,648,329
"105377275",31,21,26,53,40,23
"10895",3,1,0,2,3,2
"2920",501,330,230,1120,1248,702
"105377277",1,0,0,0,0,0
"441024",553,368,243,428,443,258
"105377276",21,29,21,27,22,16
"255324",10,5,6,6,7,7
"2069",1620,1062,866,2614,2864,1605
"374",1568,1078,794,1863,2216,1112
"107986229",6,4,5,9,13,1
"685",159,114,53,436,458,215
"25849",373,221,144,204,212,111
"105377283",31,18,12,11,40,12
"100506253",0,0,1,3,5,7
"107986230",3,0,0,0,8,1
"25898",432,368,250,462,499,291
"152815",465,335,226,473,514,246
"152816",2,2,0,7,6,5
"8999",58,44,20,36,43,29
"9908",6034,4055,2793,3664,3945,2273
"8615",4507,2878,2021,3097,3328,1824
"105377284",2,0,0,0,3,1
"5470",0,1,0,5,5,0
"105377285",0,0,0,0,1,0
"27163",1286,925,615,720,754,426
"55153",833,593,425,842,925,536
"101928809",0,0,0,1,2,4
"4283",0,0,2,13,9,8
"419",1,0,0,2,2,0
"3627",0,4,8,257,280,187
"6373",1,6,9,316,364,153
"53371",831,586,441,635,707,412
"950",4988,3060,2081,4282,4512,2477
"100129583",13,11,13,9,11,9
"105377286",4,1,1,4,5,0
"100631383",417,282,204,277,333,169
"8987",512,352,248,340,414,215
"339965",8,2,5,4,4,3
"57619",1019,637,488,611,566,338
"105377290",2,0,1,0,3,1
"105377289",2,3,0,0,2,1
"345079",18,7,6,139,100,49
"105377294",12,3,4,17,18,9
"55752",2216,1614,1093,1465,1631,893
"105377291",16,11,17,26,23,7
"10983",4344,3321,2344,2758,3226,1824
"101928864",35,18,13,24,33,24
"901",283,213,147,300,306,169
"107986292",0,0,0,1,1,1
"10563",0,1,0,3,3,2
"105377296",1,1,0,3,0,3
"105377297",13,2,2,4,1,4
"246175",608,363,262,401,449,291
"65008",1145,816,559,690,876,536
"102724916",105,65,47,78,73,30
"80144",1305,797,571,829,728,426
"107986293",4,4,2,0,1,3
"306",4514,3452,2364,3202,3455,1978
"100505702",8,7,8,18,19,6
"101928893",0,0,0,0,1,0
"55589",464,293,218,306,306,203
"152559",756,497,310,421,478,289
"100505875",0,1,0,1,0,0
"84779",0,0,0,0,2,0
"105377302",0,0,0,0,0,1
"118429",74,58,38,114,85,54
"105377303",0,0,0,12,18,11
"56978",11,9,3,37,28,24
"2250",2,5,7,17,7,3
"255119",1,0,0,3,3,1
"651",0,0,0,0,0,1
"5593",38,25,19,21,34,13
"153020",59,35,16,87,97,51
"105377308",0,0,1,1,1,3
"105377307",0,0,1,0,1,0
"3184",11247,8468,5821,6668,8206,4460
"101928963",20,15,12,48,44,33
"9987",8544,5886,4228,6258,7108,3918
"58478",1557,1194,803,1102,1170,636
"105377310",3,7,6,7,6,7
"441027",99,74,49,37,64,40
"439934",1,0,1,0,0,0
"79966",860,573,448,325,424,227
"22872",3302,2308,1491,2093,2404,1389
"100499177",526,408,265,719,692,351
"106633808",23,14,8,11,11,6
"106633809",6,1,3,7,5,2
"79725",143,79,69,133,133,85
"132660",551,388,238,349,417,236
"51138",1337,1022,702,846,921,579
"51316",30,18,11,21,22,17
"27235",868,634,394,449,499,319
"10855",101,82,35,66,61,46
"105377313",0,0,0,0,0,1
"113510",296,236,172,311,347,170
"51023",643,468,338,456,537,315
"84142",707,504,380,490,583,332
"84803",1116,695,482,608,647,350
"101928978",6,2,3,5,2,0
"4825",22,16,14,13,9,9
"102723338",0,1,0,0,0,0
"1040",107,67,52,83,61,38
"23001",1289,723,530,902,892,581
"404201",70,59,43,71,93,57
"83478",273,214,132,274,334,147
"105377319",0,1,1,1,4,1
"100616349",3,5,2,4,4,0
"5602",38,21,24,43,37,21
"101929064",0,0,0,2,1,0
"5783",1069,693,501,795,713,436
"345274",0,1,0,25,21,5
"132989",40,25,20,56,76,29
"100506746",76,43,53,279,377,205
"4299",1571,889,684,1512,1525,883
"105377320",3,3,3,4,20,2
"57563",882,592,457,680,773,434
"345275",10,11,5,9,12,7
"51170",2365,1621,1048,1396,1418,839
"53343",2161,1519,1043,1276,1525,802
"105377321",0,3,2,1,5,1
"8404",1,1,1,3,4,3
"1758",0,0,0,3,0,0
"56955",0,0,0,1,3,0
"6696",8220,5862,3720,4510,5627,2986
"5311",1720,1061,701,1078,1137,611
"9429",3007,1911,1295,1636,1654,1035
"152926",166,107,66,1623,1957,1039
"105369192",1,0,0,49,58,24
"105377326",3,0,0,1,1,2
"55008",350,218,186,1945,1882,1032
"102723458",51,30,20,416,437,219
"51191",244,149,115,6438,6250,3456
"84992",903,689,463,861,860,476
"100996939",903,689,463,861,859,476
"101929134",4,1,1,18,12,9
"8916",320,181,115,191,199,135
"266812",168,124,88,168,195,95
"285512",91,49,56,58,76,41
"10144",696,490,352,545,588,320
"105377327",4,5,2,1,4,1
"166815",532,313,228,316,339,177
"285513",2208,1362,1001,1137,1287,645
"105377329",8,1,2,11,5,6
"6622",58,56,40,71,69,28
"644248",0,0,0,3,2,1
"22915",0,1,0,1,0,0
"401145",7,3,2,4,3,1
"2895",0,0,0,1,1,0
"474",0,0,0,0,0,1
"101929210",0,0,0,1,1,0
"56916",1502,924,651,947,988,568
"27306",1,0,0,0,0,0
"10611",19807,13841,9645,12352,13986,7494
"100507012",33,28,23,27,42,17
"658",1093,769,510,662,784,415
"8633",70,63,48,44,52,28
"105377335",0,0,0,1,2,0
"285555",0,0,3,0,6,1
"5910",1360,963,650,837,895,524
"10098",325,209,143,201,186,91
"112267901",0,0,0,2,0,0
"105377342",0,0,1,6,1,0
"105377343",0,0,1,1,1,1
"1977",2849,2044,1402,1757,2022,1115
"23173",2931,2022,1514,1883,1964,1186
"128",4266,3171,2210,3016,3204,1750
"100507053",24,16,16,10,6,4
"127",11,4,1,0,4,0
"130",160,88,51,48,68,28
"124",1,1,0,1,0,1
"125",0,0,2,1,1,0
"126",28,14,10,13,16,6
"102723576",1,1,0,0,0,0
"84103",0,0,0,1,0,0
"93587",368,260,175,192,250,126
"4547",2,0,2,2,6,5
"285556",0,1,0,4,2,0
"27071",0,0,0,26,31,11
"8649",618,446,312,465,553,293
"79982",1259,845,608,936,938,523
"3015",15997,12887,8964,9602,10327,5924
"256880",3,3,2,2,3,3
"115265",346,251,178,174,157,95
"101929353",0,1,0,0,1,0
"51705",0,1,0,0,0,0
"105377345",1,0,0,0,0,0
"100874275",1,0,0,0,0,0
"107986233",1,0,0,0,0,0
"5530",3244,2295,1534,1726,2023,1098
"102465868",1,0,0,0,0,0
"90024",219,225,118,173,232,102
"107986297",0,0,0,0,1,0
"55024",234,164,113,176,171,93
"64116",2911,2023,1319,1899,1884,1037
"105377621",65,47,32,59,35,36
"4790",1350,864,599,1638,1679,965
"105377347",18,16,5,34,47,21
"4126",1070,657,527,690,709,397
"102723704",761,469,361,414,598,330
"7323",6335,4681,3205,5047,5801,3190
"105377348",36,22,21,41,48,15
"493856",2337,1702,1202,1601,1935,1001
"150159",800,579,445,580,648,359
"133308",246,152,97,150,207,80
"56898",415,318,225,242,306,166
"1062",1931,1232,902,852,1052,537
"6870",1,1,0,0,1,1
"80319",97,74,35,117,138,54
"101929468",1,4,3,6,4,2
"54790",311,215,129,358,379,214
"104384744",2,0,1,3,4,2
"27068",1927,1401,946,1180,1351,719
"54848",9,18,9,7,10,6
"100874374",1,0,0,0,0,0
"57117",529,395,279,540,614,353
"79807",724,474,352,381,444,282
"107986190",0,1,3,4,4,0
"101929529",3,1,2,0,2,0
"255743",1738,1111,790,834,866,477
"101929577",14,7,9,8,12,1
"93627",1109,792,478,655,760,427
"9255",2441,1645,1164,1526,1898,966
"100507096",0,1,0,0,0,0
"27123",2,0,0,0,1,0
"105377358",0,0,0,1,0,0
"9061",1748,1185,953,1024,1105,700
"166929",701,444,318,621,660,340
"101929595",12,14,6,7,5,4
"107986298",50,28,19,59,55,31
"113612",410,257,180,112,156,89
"107986299",5,0,1,0,1,4
"3033",1643,1067,791,865,973,507
"51176",2,1,0,7,1,1
"641518",3,1,0,0,0,0
"285456",5,0,0,0,0,0
"6164",3908,2900,2151,2289,2883,1638
"58505",3317,2307,1588,2032,2533,1194
"64850",60,35,38,36,41,18
"84570",0,0,0,1,1,1
"100533182",17,16,10,20,26,11
"10427",1388,871,676,1016,1062,579
"693161",0,2,0,2,0,0
"55013",789,606,398,561,712,379
"839",894,628,436,474,613,317
"81579",794,606,419,460,455,254
"3426",1050,691,477,577,713,308
"54433",1274,932,710,800,1135,632
"10692",4,3,1,4,9,1
"345193",20,16,2,23,19,15
"1950",79,46,40,78,111,52
"79071",1311,948,598,930,1042,526
"2028",59,46,30,39,54,24
"110231149",1,0,2,2,0,0
"105377363",8,9,4,4,3,6
"5308",340,235,187,276,305,124
"132720",414,264,177,449,507,286
"55435",744,553,336,617,652,369
"92610",292,161,178,396,427,208
"80216",543,360,263,545,536,312
"63973",1,1,0,4,1,4
"105377372",1,1,0,2,0,0
"55345",348,200,151,199,206,100
"51574",1689,1186,861,1086,1483,718
"109864269",251,228,147,177,255,109
"442912",0,0,1,1,1,1
"442896",0,0,0,0,1,1
"407028",0,0,1,1,2,1
"442895",0,0,1,0,1,1
"442894",0,0,1,0,1,0
"287",174,120,81,116,141,71
"105377373",0,1,0,0,0,0
"102465878",0,1,0,0,0,0
"105377374",1,0,3,3,2,1
"817",1866,1292,871,1321,1468,762
"105377375",1,0,0,2,4,0
"79642",431,302,201,439,461,249
"107986305",2,3,3,48,41,25
"7368",39,25,15,44,46,22
"64579",8,6,0,2,0,2
"105377388",3,1,0,0,0,0
"133022",98,68,44,54,41,29
"103689918",0,0,0,0,0,1
"9348",1,0,0,1,0,3
"105377392",14,15,6,10,5,2
"100093630",892,768,525,1242,1281,711
"677809",24,12,15,14,14,6
"8492",105,88,57,84,79,36
"645455",24,15,12,20,23,15
"729218",258,171,121,290,278,150
"101929741",1,3,0,7,1,4
"57721",923,616,451,602,759,399
"9871",922,603,433,1121,1220,662
"171024",661,345,275,432,527,276
"105377393",0,0,0,1,7,0
"105377395",0,0,0,2,1,0
"51778",1,0,0,11,4,4
"105379404",0,0,0,8,4,3
"101929762",1,2,2,5,2,4
"54532",994,553,410,1099,1179,571
"401152",1182,916,697,1130,1183,619
"2169",0,0,1,5,0,0
"107986193",2,1,2,0,0,0
"401149",175,113,93,183,184,117
"101926918",21,11,14,11,12,9
"645513",103,73,41,64,84,42
"8654",71,49,37,63,76,36
"105377397",0,0,0,0,1,0
"4085",2711,1868,1372,1517,1618,853
"11107",193,111,97,132,107,85
"105377399",3,3,1,9,3,3
"79625",19,19,8,10,10,8
"79931",7,5,3,5,6,6
"84109",13,5,5,13,5,4
"308",11685,8232,5956,7542,8626,4758
"132332",8,5,2,1,4,1
"100192379",1,2,0,1,2,0
"5393",1433,1102,743,892,1105,630
"890",2988,2248,1491,1502,1879,1019
"55212",474,306,261,435,433,256
"7222",11,7,3,13,6,4
"102724158",3,0,0,0,0,0
"112268469",3,6,5,7,4,9
"84162",861,502,334,606,621,288
"59067",0,0,0,1,0,1
"100996941",3,3,1,5,5,2
"166379",168,101,88,158,202,130
"729338",8,3,4,17,14,7
"2247",1955,1280,944,2535,2798,1505
"11162",420,288,191,392,456,253
"166378",601,335,271,326,360,218
"105377404",3,3,2,4,2,0
"10252",93,65,38,289,286,150
"100189197",10,14,8,44,52,22
"105377405",2,3,2,0,1,0
"285419",15,10,5,3,5,14
"105377407",0,0,0,0,1,0
"105377408",1,0,0,1,0,2
"101927087",0,0,0,0,3,1
"57182",907,540,370,534,615,315
"79633",57,28,30,39,37,25
"105377412",0,0,0,1,1,0
"27152",254,167,101,312,284,167
"83447",2,0,0,3,2,2
"105377414",0,0,0,1,1,0
"22824",1956,1337,911,1058,1115,572
"10733",880,588,425,559,587,317
"256471",592,322,244,517,530,286
"80167",484,359,226,382,434,249
"55132",598,445,269,650,815,452
"10424",4386,2896,1978,2356,2677,1451
"100507487",239,173,110,151,181,86
"101927259",7,2,2,7,0,2
"79960",2672,1770,1222,1905,2280,1242
"132320",657,450,313,651,748,381
"132321",288,205,148,522,579,316
"101927282",0,0,0,4,1,0
"107986313",0,0,0,0,0,2
"105377424",0,1,3,3,3,0
"101927305",0,0,1,0,1,0
"105377428",0,0,0,0,0,1
"101927359",3,4,0,2,2,0
"57575",80,61,35,58,74,27
"132430",56,43,31,43,47,29
"105377434",1,1,2,0,1,0
"105377436",1,0,0,0,0,0
"105377437",0,0,0,0,1,0
"105377439",0,0,1,0,0,0
"54510",3,9,3,4,2,2
"105377445",0,0,0,2,2,1
"107986315",0,0,0,5,4,0
"105377447",0,0,0,4,0,1
"641365",0,0,1,3,0,1
"641364",180,123,68,99,80,53
"23657",7867,5071,3672,4406,4627,2769
"105377446",0,0,0,0,1,1
"105377448",1,0,0,0,2,3
"25819",303,180,139,872,874,549
"1998",641,407,340,462,567,310
"105379412",0,0,0,2,0,0
"84709",23,32,11,26,32,24
"4717",1078,949,602,901,942,447
"80155",3507,2314,1677,2197,2369,1478
"107984036",38,39,23,44,45,21
"83452",274,167,123,248,275,150
"80854",4116,2654,1875,2166,2474,1420
"105377451",13,3,3,5,5,1
"105377622",104,87,78,81,79,43
"101927490",29,10,9,8,14,11
"4258",1842,1277,823,930,1105,595
"55534",1128,726,508,995,1139,625
"105377452",3,3,0,0,4,1
"101927516",3,6,8,13,18,4
"60592",1764,1257,886,1268,1212,725
"100129858",46,30,26,20,35,22
"1047",757,449,311,355,383,217
"255520",1329,936,577,658,696,339
"7350",16,8,5,16,9,14
"23158",1165,732,557,990,1035,597
"644962",0,1,1,1,1,3
"57484",109,58,44,53,37,26
"27309",1049,777,610,998,1119,624
"100507639",2,4,1,2,4,2
"105377456",0,0,0,1,1,0
"3600",589,437,257,601,688,364
"8821",803,529,449,545,669,360
"101927613",3,0,0,2,1,4
"105377457",2,0,1,0,1,0
"105377623",4,2,2,2,7,2
"84640",878,583,463,801,804,485
"2549",168,105,83,114,153,74
"100423017",0,0,0,1,0,0
"100128055",276,170,128,292,311,170
"8467",4415,3075,2081,5090,5139,2800
"441046",8,1,4,10,5,1
"166752",0,0,0,0,1,0
"105377458",1,0,0,0,0,0
"2996",3,4,1,3,3,0
"646576",20,23,8,12,13,10
"64399",36,21,13,24,31,14
"10393",423,314,215,311,391,213
"6059",3963,2819,1845,2302,2421,1333
"54726",1323,802,603,1850,1783,1043
"4086",446,306,243,476,502,308
"104326058",75,49,48,64,81,46
"166785",153,120,70,157,186,94
"646603",142,88,60,145,176,90
"152485",388,253,188,390,451,267
"11157",614,488,319,562,571,331
"345051",1,2,1,6,9,1
"84068",134,91,55,109,118,69
"105377472",0,0,0,1,0,0
"5458",0,0,0,0,1,1
"83894",0,0,1,0,3,1
"105377473",0,0,0,0,0,1
"1909",37,41,6,37,23,10
"105377477",0,0,0,3,0,0
"55751",1465,1058,723,822,1064,550
"90826",672,507,332,410,497,256
"79658",499,361,245,299,440,234
"4306",35,17,11,22,22,5
"107986195",0,0,0,0,1,0
"105377483",0,0,0,0,1,0
"105377481",0,3,0,1,0,0
"285423",1,0,0,0,0,0
"166614",532,349,250,475,546,364
"987",1325,803,523,869,939,529
"729558",1,0,0,0,0,2
"10586",0,0,0,0,2,0
"6189",19635,15389,10586,12680,13375,7560
"114655",1,1,0,1,6,1
"8944",62,29,22,43,55,35
"152503",1283,918,624,816,854,514
"107986196",50,39,25,35,34,24
"105377485",3,2,0,3,3,0
"345062",4,6,2,1,4,5
"105377486",2,2,1,3,3,3
"729830",28,12,20,6,23,14
"5188",716,529,406,402,535,321
"107986197",10,11,12,11,13,6
"102724700",0,0,0,1,0,0
"100505685",0,0,0,2,4,4
"105377490",0,0,0,0,1,1
"105377492",1,1,3,2,4,1
"55294",389,285,213,536,597,342
"102191832",10,10,10,15,16,12
"100422896",0,0,1,0,0,0
"54553",77,55,29,120,129,65
"100616193",5,2,2,5,6,1
"201799",5,3,4,4,7,4
"105377495",0,0,0,0,0,1
"201798",32,19,15,31,13,12
"27236",1241,846,641,827,888,472
"729870",4,2,5,2,5,1
"85462",89,57,40,98,99,66
"23321",239,162,118,141,128,69
"105377496",1,0,0,1,0,0
"303",35,26,12,32,23,14
"84057",440,340,219,283,314,167
"23240",508,308,252,227,262,136
"105377498",1,0,0,0,0,1
"7097",2,4,2,13,22,4
"285533",1,0,4,0,1,1
"105377499",1,0,0,1,0,0
"6423",3,5,2,12,4,3
"101927947",1,0,0,0,0,1
"54798",5,0,2,8,1,5
"5356",2532,1771,1253,1606,1873,1012
"2244",15670,9880,6900,7184,8837,4117
"2243",22268,13801,9545,9818,11534,5470
"2266",11575,7023,4758,4993,6179,2797
"9227",49,38,26,11,22,12
"105377500",0,0,0,0,0,1
"166863",2,0,0,5,2,0
"4887",24,12,6,7,6,1
"107986321",8,9,8,4,3,4
"79884",1196,747,545,632,775,407
"102724776",53,42,24,37,43,25
"2982",3,2,5,1,4,2
"2983",52,27,18,18,13,11
"51802",20,6,2,11,6,8
"105377507",14,17,11,13,16,14
"6999",86,64,47,59,67,38
"1519",49,36,25,67,56,35
"56034",284,201,103,130,168,109
"2743",281,184,120,150,117,90
"2891",10,13,4,17,11,13
"105377509",0,0,2,0,0,3
"51313",830,481,332,358,462,236
"285505",117,70,45,57,51,30
"101928007",12,3,2,0,1,1
"55314",594,442,269,307,330,189
"59350",1,0,0,4,0,1
"201725",525,366,270,368,394,231
"2110",791,620,379,443,540,299
"5481",2605,1825,1327,1593,1867,1033
"57600",198,145,91,156,183,97
"152940",0,0,1,0,0,0
"9693",812,478,309,756,773,429
"107986324",1,0,1,0,1,1
"105379457",4,0,0,2,10,1
"109729132",0,0,0,0,1,0
"56884",5,5,2,8,6,3
"92345",807,588,426,601,596,360
"101928081",5,2,1,2,2,0
"4886",344,223,156,202,227,117
"4889",76,81,44,50,60,40
"84076",0,0,0,3,7,1
"55319",806,665,384,663,843,391
"55016",103,65,43,48,60,44
"107986325",1,1,0,0,4,2
"23520",97,69,55,68,70,46
"100505989",35,24,14,91,120,54
"391712",1,0,0,1,2,0
"152756",15,20,11,23,20,18
"166655",0,0,0,1,1,0
"201931",988,643,462,461,611,355
"11275",931,574,454,555,628,356
"2713",1,0,0,0,0,0
"6307",2157,1318,930,1842,1904,1017
"105377519",0,0,0,0,1,0
"1363",911,528,345,391,450,278
"105377520",1,0,0,0,0,0
"101928151",0,0,1,1,0,4
"101928131",6,4,3,9,19,14
"7092",173,116,82,100,125,63
"50859",5,5,7,5,3,2
"105377523",0,0,0,1,0,0
"11199",209,176,107,94,109,51
"105377524",18,8,4,118,93,57
"55601",216,145,71,3489,3285,1913
"91351",754,469,364,8125,8075,4449
"107986198",17,7,10,44,31,16
"23022",4017,2752,1904,2521,2621,1431
"107986199",3,0,0,1,3,1
"102723331",7,5,8,5,10,4
"84869",1111,784,534,655,726,447
"107986200",1,0,0,0,0,0
"105377527",1,1,0,7,0,2
"57630",646,407,342,756,849,489
"105377529",1,1,0,1,4,1
"4750",313,197,145,239,267,159
"1182",2192,1393,942,1301,1302,836
"54969",822,732,380,556,666,343
"105377530",2,0,0,0,0,0
"100506085",1,1,0,1,3,2
"9848",547,335,218,276,279,188
"51166",568,375,266,306,318,169
"107986326",80,47,20,28,29,14
"101928223",0,0,0,0,0,2
"101928288",0,0,0,1,0,0
"441052",5,3,1,14,18,11
"442117",40,21,19,25,46,24
"101928314",0,1,0,0,0,0
"107986201",0,0,1,5,2,0
"101930370",229,166,102,160,153,89
"51809",3142,1873,1307,1833,1930,1018
"3148",3723,2946,2076,2983,3271,1789
"105377540",18,18,15,25,33,27
"8819",377,238,154,239,255,160
"11341",0,4,0,3,3,0
"112268474",10,9,2,18,18,7
"112267917",6,3,2,6,10,6
"101928409",2,2,0,5,5,2
"9464",12,17,6,37,29,16
"79804",4,3,1,8,5,4
"107986203",4,0,0,1,2,0
"101928478",0,0,1,0,5,0
"105377543",0,0,1,0,2,0
"105377544",0,0,0,1,0,1
"105377546",0,1,0,0,0,0
"101928509",1,0,0,13,5,1
"26269",412,275,193,350,396,217
"80817",504,359,228,335,342,192
"105377547",3,1,7,3,4,1
"3248",2173,1508,1003,1048,1144,711
"105377548",48,43,25,50,53,37
"105377549",0,0,0,0,1,0
"105377551",0,0,0,0,1,1
"8001",0,0,0,1,3,2
"2823",2,1,0,8,6,1
"116966",231,137,89,119,151,77
"132851",6,6,2,2,6,7
"140458",0,0,0,0,2,0
"60559",2691,1745,1216,1687,1870,1038
"105377555",1,4,3,0,2,0
"7424",717,496,322,449,551,271
"105377556",0,0,1,0,0,0
"105377557",0,0,0,1,2,3
"55247",1113,775,579,633,618,394
"105377558",20,20,13,14,10,12
"175",891,604,428,518,542,289
"285500",8,6,13,7,6,1
"105377559",0,0,1,0,0,0
"105377562",0,0,0,2,1,0
"105377563",0,0,0,2,1,1
"105377567",7,2,2,7,3,4
"55714",952,547,386,407,525,284
"90768",241,161,124,178,195,123
"105377572",6,5,3,4,10,3
"105377571",1,1,3,1,1,2
"105377576",107,49,60,76,90,33
"1635",2325,1656,1254,1408,1646,940
"105377577",0,0,0,0,1,0
"105377578",1,0,0,0,0,1
"152641",9,12,6,29,34,12
"80014",1219,691,510,919,890,505
"101928734",4,0,0,0,0,1
"53842",60,43,31,53,54,24
"100132463",2,2,0,0,2,1
"55602",639,488,331,970,951,540
"389247",9,11,10,6,11,9
"3622",394,318,193,238,295,156
"101929996",0,0,0,1,0,0
"105377580",0,0,0,0,3,0
"201965",661,464,335,412,493,249
"60684",1281,859,584,764,895,454
"105377581",0,0,3,1,2,1
"56977",501,319,212,229,294,175
"107986330",0,0,0,1,2,3
"133121",0,0,1,36,35,13
"105377582",2,2,1,13,8,8
"105377584",8,6,2,48,45,22
"728175",1,5,0,8,4,0
"102723766",1,3,0,4,8,10
"3660",649,429,296,1499,1746,1020
"105377585",4,2,0,4,4,1
"105377586",3,2,0,5,2,7
"836",1090,746,496,1725,1824,973
"201973",507,392,280,397,390,211
"79682",954,677,488,716,726,387
"2180",1081,767,526,715,745,398
"643036",0,0,0,0,2,1
"105377587",1,0,0,0,1,1
"731424",0,0,0,0,1,1
"100506229",0,0,0,1,1,3
"107986333",0,0,0,0,1,0
"391723",0,0,2,0,0,0
"291",1268,999,657,925,1096,633
"57587",1125,738,489,748,691,436
"83891",640,396,250,382,401,229
"55805",147,109,75,108,143,58
"353322",57,49,30,59,62,33
"55325",583,406,279,367,359,223
"441054",40,28,18,33,32,17
"256309",5,5,5,2,7,2
"105377590",1,0,1,1,1,0
"27295",14,2,7,17,12,2
"8470",15,4,5,4,2,4
"7098",91,35,41,799,813,429
"25854",151,104,86,69,88,33
"651430",5,2,1,12,6,2
"285440",480,284,197,364,353,208
"3818",19,18,6,15,24,5
"2160",1,1,0,0,0,0
"285441",3,2,0,0,0,1
"105377596",0,0,0,0,1,0
"4543",24,15,21,13,24,9
"2195",9573,5517,4027,4616,4623,2846
"107986334",11,10,4,1,10,1
"102723906",0,0,0,1,3,0
"105377599",1,0,1,1,2,0
"102723920",0,0,0,0,1,0
"107983963",0,0,0,0,0,1
"205860",724,541,371,710,844,464
"107986337",4,3,2,3,3,1
"339976",0,0,0,1,2,0
"105377608",0,0,1,0,0,0
"105377609",1,5,1,4,1,1
"401164",6,5,2,4,6,1
"105377616",1,1,0,0,0,0
"728339",13,7,3,6,14,2
"105377619",0,1,1,1,1,0
"105377617",2,0,0,1,2,0
"2483",703,558,389,532,700,328
"448831",6,1,2,8,10,6
"100419743",14,11,4,15,16,11
"107986338",0,0,0,2,0,1
"100288687",7,4,2,8,8,4
"100874392",46,26,26,19,36,12
"153478",93,69,47,57,113,35
"389257",1,0,0,0,6,1
"133957",1467,1033,798,951,1049,509
