"","WT_Mock_1","WT_Mock_2","WT_Mock_3","KO_Mock_1","KO_Mock_2","KO_Mock_3","WT_ZIKV_1","WT_ZIKV_2","WT_ZIKV_3","KO_ZIKV_1","KO_ZIKV_2","KO_ZIKV_3"
"27154",938,637,416,623,617,869,1057,1102,641,941,1323,990
"105375036",1,0,0,0,0,0,0,0,1,0,1,0
"285848",5,6,0,0,1,0,6,8,2,4,7,1
"389384",1,0,0,0,2,0,70,55,34,111,160,120
"51513",2,1,1,1,0,2,189,212,95,77,76,74
"105375037",0,0,0,1,0,0,1,2,2,0,1,1
"222659",1,2,4,1,1,1,2,3,5,3,3,7
"222658",1637,1076,827,921,854,1323,1111,1214,651,600,817,718
"11329",2591,1760,1269,1597,1359,2041,1588,1659,995,1064,1553,1203
"6428",13953,10452,7637,10645,8453,11927,10505,11339,6403,6861,9843,8252
"105375038",1,0,1,1,1,1,10,22,12,5,8,5
"101154753",10,10,3,8,6,3,31,39,14,10,13,16
"1026",7666,5666,4243,4946,4178,5972,7932,8576,4856,4970,6946,5734
"108783646",2,2,6,0,3,3,23,29,18,15,20,12
"401258",17,7,2,7,4,10,16,14,11,13,31,13
"57699",1,2,0,1,1,5,3,3,2,1,4,1
"221477",2100,1564,1082,1428,1331,1750,1362,1523,841,990,1401,1107
"51645",1709,1269,922,1122,941,1396,1132,1170,689,655,940,746
"221476",3,1,1,0,1,3,0,4,3,0,1,0
"23787",6216,4493,3347,4142,3429,4624,3940,4525,2705,2345,3431,2950
"221472",1,0,1,2,2,3,1,4,1,0,6,6
"5292",687,545,354,416,382,526,623,709,374,393,578,471
"221468",54,39,27,23,27,47,69,109,49,62,112,97
"55633",464,280,225,214,230,293,544,556,361,487,703,534
"105375040",0,0,0,2,0,0,0,0,2,0,0,0
"9025",775,523,397,484,416,511,565,560,321,315,389,414
"107986531",79,51,46,52,52,72,132,126,66,40,66,59
"23070",1716,1098,781,1060,938,1403,3164,3162,1852,1085,1519,1205
"154467",801,681,391,392,345,491,503,621,352,270,330,282
"100505530",0,1,0,0,0,0,0,0,0,0,0,0
"266727",440,321,207,242,225,324,1126,1238,651,893,1205,933
"107986593",4,4,0,3,3,6,19,30,14,14,16,8
"60685",2530,1766,1244,1460,1215,1787,1799,2099,1155,1574,2254,1804
"114781",394,266,187,215,176,279,245,292,168,195,250,226
"101929425",0,1,1,0,1,0,1,1,1,0,1,1
"105375044",8,1,2,4,1,9,7,12,3,9,4,8
"2739",4465,3362,2154,2729,2178,3389,2640,2999,1567,1345,1873,1647
"1769",1,1,0,0,0,1,2,1,0,0,2,3
"2740",0,0,0,0,0,0,0,3,0,0,0,0
"55776",495,334,219,256,210,297,329,301,181,133,223,151
"8645",850,547,340,32,39,64,463,491,289,63,114,68
"89822",1,0,0,0,0,0,0,0,1,0,0,0
"221458",20,17,10,11,7,13,14,15,6,5,2,5
"23500",51,26,26,3,10,16,21,37,12,7,9,5
"100505635",1,2,1,0,0,1,1,5,1,0,0,0
"4337",319,214,145,167,130,225,169,203,129,87,134,134
"102723789",0,0,0,0,0,0,1,0,0,0,0,0
"401260",0,0,0,0,0,1,0,0,0,0,2,0
"732253",1,0,0,0,0,2,1,1,1,1,2,1
"57497",0,0,0,2,0,4,1,2,2,1,2,1
"101929555",22,10,10,12,7,18,7,6,3,7,7,9
"222643",124,107,73,41,35,42,59,59,32,24,31,39
"222642",2,6,0,0,0,0,2,5,0,0,1,0
"10930",7,9,5,6,4,6,6,11,2,3,3,4
"221443",890,664,420,554,479,705,501,560,327,381,521,384
"4800",1024,705,482,582,523,759,531,635,396,302,466,362
"221442",90,41,33,34,49,55,51,35,17,21,33,22
"340205",2,0,0,2,0,2,1,1,1,0,1,0
"105375056",3,0,2,2,0,0,3,1,0,1,3,2
"54209",1,1,0,0,0,1,1,0,0,2,0,1
"340206",7,1,1,0,0,0,5,8,2,1,0,1
"105375055",0,0,0,0,0,0,1,0,0,0,0,0
"285852",0,1,0,0,0,0,0,0,0,0,0,0
"54210",0,2,0,1,0,0,0,0,3,2,0,1
"9436",0,0,0,0,0,1,0,1,0,1,0,0
"100505711",0,0,0,0,0,0,0,0,1,0,0,0
"107986538",0,0,0,0,0,1,0,0,0,0,0,0
"112267957",0,0,0,0,0,0,0,0,0,3,0,5
"103106903",2,0,0,0,0,0,0,0,1,0,1,0
"101060264",64,78,43,29,23,26,45,38,19,11,36,30
"116113",1859,1258,884,1021,880,1313,1137,1295,737,682,1069,859
"100616178",2,0,3,1,1,2,2,0,0,1,1,1
"4188",6,1,1,2,2,1,3,6,1,5,6,8
"7942",377,280,187,223,169,288,293,383,216,175,258,188
"113218489",2,2,2,2,0,1,1,2,2,1,4,2
"5225",2,0,0,0,0,0,1,4,0,1,1,0
"10817",147,117,91,105,107,117,141,166,93,100,147,161
"29964",629,426,298,405,331,529,555,638,349,314,443,362
"100188893",3685,3120,2180,2626,2213,3056,2281,2982,1792,1513,2147,1839
"25862",311,216,145,291,222,323,319,358,241,319,427,361
"9477",935,616,452,690,513,753,559,590,356,373,503,436
"705",2126,1630,1143,1415,1132,1698,1478,1638,901,973,1344,1156
"896",13866,10368,7278,7962,6592,9619,8851,10245,5670,3593,5367,4444
"105375059",3,3,2,5,7,6,19,25,9,6,12,7
"129685",852,575,431,503,490,625,879,1010,516,601,767,642
"647024",108,73,47,0,4,2,48,55,37,3,2,1
"2978",2,0,0,0,0,0,0,0,0,0,3,1
"2979",51,42,29,28,26,37,65,74,52,44,66,46
"55173",1553,1245,826,1140,858,1362,954,1112,656,679,875,800
"55809",510,331,248,344,301,449,278,293,186,177,231,203
"105375061",17,9,6,14,7,14,9,14,6,9,18,9
"107986596",68,26,23,30,18,44,42,40,14,17,12,14
"23304",1309,753,537,648,596,841,1233,1242,700,805,1141,839
"5961",15,11,6,10,5,9,23,20,12,20,12,16
"6903",491,418,235,418,374,447,512,589,299,330,477,425
"23506",416,265,210,249,227,303,268,268,193,152,246,177
"401261",46,25,27,31,35,34,235,284,147,110,162,110
"285855",4699,3522,2482,3828,3270,4771,3242,3590,1993,2220,3090,2535
"441150",176,130,99,60,56,78,163,155,83,44,64,55
"171558",0,0,0,0,0,0,0,0,3,3,0,0
"10695",3107,2352,1606,2123,1661,2411,2004,2416,1271,1105,1790,1422
"107080644",951,693,454,610,502,703,622,672,369,311,497,386
"27232",14,8,6,6,6,9,17,16,7,11,17,9
"5190",2293,1667,1124,1249,1123,1671,1701,1864,1071,915,1369,1053
"4201",2380,1871,1344,1681,1414,1920,1575,1854,983,923,1268,1132
"5528",1892,1334,1007,1145,970,1325,968,1091,651,596,849,660
"116138",1801,1408,981,1205,989,1320,1004,1331,763,504,866,725
"88745",1722,1337,872,1228,892,1405,952,1114,734,756,1009,900
"9820",1369,860,657,754,713,944,1021,1040,567,575,907,750
"51069",1165,868,595,867,701,1010,772,993,578,633,968,742
"89953",535,388,279,333,276,421,341,457,236,243,387,284
"112267958",66,68,51,43,31,41,46,67,30,38,49,44
"5754",304,185,126,345,270,412,179,171,102,125,214,172
"6722",1768,1222,847,1499,1194,1848,1463,1763,976,1521,2113,1740
"23113",988,609,440,657,640,905,710,718,426,483,672,535
"10591",1909,1598,1063,1020,896,1232,1273,1612,809,549,823,681
"84630",13,4,0,4,5,15,10,9,8,4,6,10
"10864",3,4,1,0,2,0,2,0,0,0,2,0
"401262",70,29,20,9,3,8,23,18,12,1,9,7
"24149",911,532,405,479,489,677,470,451,297,365,479,388
"105375065",0,0,0,0,0,0,0,0,0,0,1,0
"89845",839,569,417,467,493,706,563,621,343,366,527,350
"102466746",2,0,1,0,0,2,1,4,1,0,0,0
"65989",172,114,98,243,189,275,115,148,72,132,181,138
"93643",828,592,381,556,535,733,1059,1225,602,819,1224,961
"221424",66,47,51,27,14,30,29,30,22,26,25,20
"25844",3273,2223,1555,1766,1557,2206,1811,2532,1284,1385,1880,1580
"9533",1539,1178,825,1123,942,1368,1181,1433,698,740,1162,960
"57510",2395,1479,1105,1677,1554,2227,1604,1594,1018,936,1363,1153
"5429",1000,670,494,710,662,951,777,933,556,718,981,787
"54676",1109,821,539,739,610,887,1633,1787,997,1036,1348,1065
"9587",551,391,292,372,324,476,626,682,340,528,644,548
"221421",318,241,189,224,190,241,236,291,167,158,233,209
"55168",859,710,501,684,504,723,599,829,423,499,683,603
"7422",3014,1950,1427,2467,2191,2972,3354,3648,2036,4119,5649,4557
"105375070",0,0,0,0,0,1,0,0,0,0,0,0
"105375069",0,0,0,0,0,0,0,0,0,0,1,0
"285857",1,0,0,0,0,0,0,0,0,0,0,0
"100132354",0,0,0,0,0,0,0,6,1,10,8,2
"101929705",137,101,86,61,49,60,95,106,55,81,82,67
"221416",255,149,119,80,66,85,104,131,95,66,106,66
"64928",1933,1501,1072,1381,1178,1660,1378,1655,924,915,1376,1150
"55362",1709,1185,805,849,801,1144,1108,1289,797,783,1097,861
"107986599",265,180,146,122,135,169,195,282,135,134,198,169
"11131",1,0,0,0,0,0,1,4,1,0,1,1
"105375072",0,0,0,0,0,0,0,0,0,0,0,1
"101929726",1,0,1,0,0,0,0,0,0,0,8,0
"2030",2359,1758,1155,2257,1954,2865,993,1199,741,801,1249,1030
"3326",103493,70925,51224,67387,57437,82540,62149,74214,42155,32796,47841,40842
"347734",3348,2396,1779,1709,1555,2054,2193,2628,1358,1069,1540,1274
"100616124",85,73,48,40,32,55,52,80,26,24,37,29
"4794",341,214,188,306,203,340,850,834,522,1464,2072,1626
"441151",2,0,2,1,1,1,11,14,8,11,10,6
"202500",25,12,10,5,6,8,35,27,19,17,23,21
"57505",1121,746,497,756,711,923,668,727,432,481,604,540
"221409",2,1,0,1,0,4,2,10,4,7,4,5
"988",1992,1484,1097,1272,1116,1567,1440,1633,877,988,1399,1133
"100616352",0,0,0,0,0,0,1,1,0,0,0,1
"101929770",15,6,6,14,11,13,9,8,4,9,15,14
"8464",184,103,108,192,160,213,125,155,86,145,195,167
"860",38,24,22,264,220,363,39,53,22,258,316,298
"105375077",0,0,0,1,5,3,0,1,0,3,2,6
"53405",0,0,1,0,2,0,11,10,5,3,8,4
"22875",230,129,94,81,78,132,114,127,76,41,76,57
"59084",5,3,2,0,1,0,0,2,1,0,0,0
"105375079",0,0,0,0,0,0,0,0,0,3,1,1
"10231",3,0,0,1,1,1,3,0,0,1,5,1
"101926898",0,0,1,0,0,0,1,1,0,0,1,0
"51302",62,48,24,33,27,38,34,33,19,15,40,28
"9481",93,85,63,54,57,94,53,70,36,21,41,39
"101926934",1,0,1,0,0,0,2,1,0,2,0,0
"221400",12,6,3,5,7,7,16,10,7,6,7,7
"7941",4,2,2,2,2,8,9,6,2,3,5,0
"100287718",0,0,0,0,0,0,0,0,0,0,1,0
"4224",0,0,0,0,0,0,2,1,2,4,12,4
"221395",1,0,0,0,0,0,0,0,0,2,3,3
"266977",3,0,0,0,0,0,0,3,0,0,1,0
"105375081",0,1,1,0,0,0,1,0,0,1,0,2
"27242",2578,1749,1251,1105,1053,1435,2557,2526,1452,1226,1676,1516
"105375082",1,0,0,0,0,0,1,5,1,3,1,3
"23607",1934,1232,809,856,753,1107,2477,2446,1291,1708,2218,1828
"222611",1,2,1,3,6,4,8,2,10,4,14,4
"221393",360,221,143,179,148,196,352,347,207,167,264,202
"221391",0,0,0,0,0,0,1,5,3,1,2,2
"442213",5,5,0,2,7,4,6,9,5,7,15,12
"4594",898,609,424,427,319,529,592,622,325,334,452,377
"55166",454,322,239,286,238,324,324,365,141,148,213,240
"389396",0,0,1,0,0,0,4,2,0,0,1,0
"135398",1426,909,625,1018,998,1366,1388,1541,841,1599,2212,1704
"6005",1,1,3,2,0,0,7,12,7,9,14,7
"7180",0,0,0,0,0,0,1,2,0,0,0,0
"10321",58,38,12,5,2,6,36,32,16,1,4,4
"101927020",0,2,0,0,0,0,0,0,0,0,0,1
"101927048",0,0,0,0,0,0,0,1,0,0,0,0
"167",0,1,0,0,0,0,0,0,0,0,0,0
"5314",4,4,1,0,1,3,5,4,4,0,1,0
"101154644",1,0,0,0,0,0,0,0,0,0,1,1
"3605",0,0,0,0,0,1,0,0,0,1,0,0
"102724327",0,0,0,0,0,0,0,0,0,0,1,0
"112744",0,2,0,1,0,13,1,3,0,5,7,7
"4172",5776,4211,2907,3956,3580,4999,3620,3856,2214,1588,2344,2057
"85315",81,61,38,98,81,149,47,56,21,75,89,96
"114327",621,394,278,411,333,531,410,423,226,290,407,364
"9697",2663,1666,1239,1913,1774,2575,1467,1539,991,1143,1702,1411
"401264",95,71,60,83,57,74,48,67,34,43,65,48
"730101",86,70,44,66,57,84,276,248,165,197,290,191
"28978",1510,1094,775,702,620,877,799,921,515,362,481,360
"2939",20,28,8,1,1,0,5,16,3,0,1,2
"2938",15,15,4,0,0,1,7,13,3,2,0,0
"221357",0,0,0,0,0,0,1,1,0,0,0,0
"105375091",2,1,1,0,1,0,0,1,0,1,1,0
"2940",0,0,0,0,0,0,0,0,0,0,2,2
"2941",389,268,175,99,78,118,166,193,102,47,63,63
"125050",31,20,17,14,17,16,47,20,141,25,33,39
"22858",258,209,134,139,95,187,296,254,175,163,208,161
"26268",1320,960,610,769,685,1030,1045,1171,570,477,635,563
"8521",2,3,4,3,3,1,12,12,5,12,15,20
"60481",7016,4395,3141,4850,4389,6182,4060,4426,2580,3055,4205,3572
"100847075",0,0,1,0,1,1,0,2,0,0,1,1
"647190",6,3,0,2,0,1,4,1,0,2,3,2
"2729",6134,4173,2931,4480,3847,5452,3513,3792,2198,1851,2622,2072
"105375095",17,5,3,11,15,23,7,3,3,4,2,11
"101927136",58,36,17,5,4,11,16,24,9,7,7,4
"101927171",18,10,13,14,3,4,5,17,2,3,5,1
"401265",39,19,16,34,37,50,31,32,15,15,27,15
"55227",358,226,188,230,178,223,299,323,188,196,329,249
"101927189",1,0,0,0,0,0,1,0,0,0,1,0
"90523",0,0,0,0,0,0,0,0,0,1,0,0
"27283",0,0,0,0,0,0,0,4,5,0,1,1
"107986606",0,0,0,0,0,0,0,3,0,2,1,0
"222584",3,4,1,0,0,0,4,3,2,0,2,1
"54511",41,23,19,11,2,12,16,14,7,4,6,12
"653",45,35,32,0,2,0,35,43,20,1,2,0
"81578",40,28,24,64,67,87,17,18,17,31,36,31
"667",4560,2742,1959,2917,2755,4097,2870,2890,1743,2300,3226,2535
"101930010",9,4,2,9,4,10,18,13,3,9,10,14
"221336",131,92,75,126,124,184,71,99,54,85,104,84
"57691",371,224,180,257,224,300,296,359,178,309,425,337
"26036",840,566,402,459,382,610,879,937,458,934,1158,1018
"101927211",7,2,2,2,2,2,4,6,3,3,5,4
"9532",2311,1651,1119,1470,1212,1793,1455,1570,852,778,1209,922
"51715",459,317,213,289,253,343,339,331,195,250,363,314
"100506188",0,0,0,0,0,0,0,0,0,1,0,0
"5558",715,470,325,526,459,642,491,508,285,249,449,388
"105375103",0,0,0,0,0,0,0,6,2,2,2,3
"107986679",0,0,0,0,0,0,1,0,0,0,0,0
"105375101",0,0,0,0,0,0,1,0,3,0,1,0
"101927268",2,2,2,0,2,2,4,0,1,3,3,4
"375513",29,21,9,13,11,18,35,22,15,10,12,18
"106660613",45,41,23,38,37,57,37,36,24,44,71,54
"106660612",153,110,79,143,128,201,143,137,73,170,240,190
"101927293",5,5,3,4,2,4,0,5,4,1,0,2
"202559",10,5,1,0,0,2,7,6,2,1,3,0
"100463487",1,0,0,0,0,0,1,1,0,1,0,0
"51557",2467,1628,1135,919,823,1245,1786,2028,1033,932,1345,1068
"7803",22471,15770,10611,9432,8171,12235,13979,16227,8081,5962,8698,6966
"23469",1965,1330,984,1171,1100,1574,1246,1259,806,737,990,852
"346007",27,12,9,7,7,17,11,8,6,7,6,5
"112935969",27,15,15,5,0,3,22,24,13,10,18,15
"441155",106,70,47,61,50,88,81,76,47,75,85,74
"101928307",0,0,1,0,0,0,0,1,0,0,0,0
"577",2,0,1,1,1,0,2,2,1,2,2,1
"55788",1138,752,499,412,346,544,639,734,372,270,372,292
"1310",0,0,0,0,0,0,0,2,0,0,0,0
"1297",0,1,1,0,1,0,0,0,0,0,0,0
"105377848",1,0,0,0,0,0,1,0,2,0,0,2
"105377847",1,0,1,1,1,0,3,4,5,1,0,3
"101928353",1,0,1,0,0,0,3,2,0,1,0,1
"105377849",3,1,3,3,1,4,13,10,4,6,10,6
"57579",483,306,200,212,205,301,689,746,427,311,415,353
"135154",335,222,173,170,143,206,193,272,132,109,182,153
"60682",558,402,296,284,273,381,493,471,277,262,347,309
"135152",375,270,187,201,186,234,329,315,165,162,211,182
"79627",887,684,458,737,593,1148,784,837,452,844,1184,950
"407032",8,5,3,3,2,4,1,2,1,2,0,2
"79940",179,102,86,142,147,192,209,198,103,191,264,184
"102724000",0,1,0,1,0,1,2,4,3,2,1,1
"22999",1,1,0,0,0,1,0,2,3,1,1,0
"112267960",1,0,1,3,2,0,0,0,0,1,0,6
"56479",49,20,15,65,58,89,16,20,11,46,54,42
"100507381",1,0,1,1,1,1,0,0,0,1,1,1
"105377855",1,0,0,0,2,0,2,2,0,1,0,0
"100873997",0,0,1,0,0,0,0,0,0,0,1,2
"100129128",4,5,2,1,1,4,2,6,3,2,5,8
"80759",222,156,120,161,115,184,230,255,136,97,153,124
"154288",0,0,0,1,0,0,0,0,0,1,2,0
"441161",0,0,0,0,0,1,0,0,0,0,1,1
"55510",4,0,3,5,7,4,0,3,3,10,10,6
"115004",204,112,111,462,335,535,312,303,175,632,842,731
"25821",658,450,342,478,448,573,467,466,280,375,566,495
"1915",227990,167681,121434,177876,147564,206405,145944,152268,87308,78615,115883,97199
"26503",487,336,241,326,296,398,333,301,193,158,268,197
"101928489",28,9,9,27,19,20,15,18,9,8,17,8
"135228",2053,1167,883,1154,1087,1536,1178,1125,636,611,866,694
"105377858",0,0,0,0,0,0,0,1,0,0,0,0
"1303",1147,706,525,462,440,678,1022,1000,593,774,1063,928
"1347",4843,3991,2602,2619,2078,3133,3221,3982,2125,1608,2376,2039
"55754",11311,7072,4850,5185,4520,6965,5822,6390,3328,3062,4250,3661
"100506804",37,22,20,16,11,15,26,37,19,16,19,16
"27145",2513,1604,1132,1104,1104,1588,1264,1583,818,676,993,736
"101928540",18,7,4,5,4,5,6,7,4,6,1,0
"26054",2193,1437,1003,1371,1077,1781,1648,1710,890,1349,1769,1421
"4646",1268,801,581,482,477,659,873,890,520,446,598,477
"3617",2,0,1,1,0,2,3,4,2,3,3,0
"105377862",0,0,0,0,1,0,0,0,0,0,0,0
"105377864",1,0,1,4,1,4,1,6,1,1,1,0
"3351",23,13,11,21,15,26,18,24,7,16,10,7
"101928601",0,2,0,0,0,0,0,1,0,0,1,0
"105377865",0,0,0,0,0,0,0,0,0,0,1,0
"107986613",4,8,2,3,2,7,6,10,4,8,7,4
"134728",145,121,63,109,59,101,81,115,59,44,79,64
"55023",2757,1810,1328,1316,1139,1891,1543,1885,1033,1108,1485,1313
"9324",2893,2083,1496,1161,1009,1404,1974,2305,1143,623,985,756
"100288198",942,689,530,405,336,535,521,864,414,207,338,301
"80078",0,2,0,0,0,0,1,2,1,0,1,0
"100506851",21,19,8,6,4,11,12,11,8,16,17,11
"105377867",33,18,12,12,6,9,23,20,11,9,5,5
"167691",162,106,56,85,76,109,124,152,70,140,169,168
"83699",207,147,109,59,42,65,110,126,50,84,91,66
"89758",0,0,0,0,1,0,1,0,0,0,0,0
"107986614",0,0,0,0,0,0,0,0,1,0,0,0
"6785",200,137,86,69,48,77,142,145,100,54,87,83
"7272",1221,863,602,872,771,1125,724,683,406,455,647,480
"594",501,342,213,200,233,318,267,309,188,183,237,191
"112267962",0,0,0,0,0,2,0,0,0,0,0,0
"105377871",0,0,1,0,0,0,5,3,1,1,0,0
"55603",1184,781,576,412,321,581,2188,2507,1264,1693,2165,1763
"105377873",0,1,1,0,2,0,3,2,2,2,6,1
"101928770",0,0,0,0,0,0,0,1,0,0,1,0
"102724168",2,1,1,0,0,0,20,18,11,32,18,19
"107986617",1,5,0,0,0,0,4,3,2,9,10,1
"25998",3037,1911,1346,1584,1372,2164,2325,2483,1433,1732,2334,1997
"105377874",0,0,0,0,0,0,0,0,0,0,0,1
"105377875",5,4,2,3,5,8,7,4,1,6,8,6
"7162",2427,1543,1078,2417,2103,3160,1827,1968,1044,1779,2587,1999
"105377876",1,0,1,0,1,1,1,0,0,0,0,1
"105377877",0,0,0,1,0,0,0,0,1,0,1,1
"90025",201,118,90,133,118,167,144,115,95,105,136,120
"23033",351,241,165,200,202,261,327,317,196,271,334,271
"5238",1181,807,557,554,548,709,843,934,502,629,899,705
"112611",206,149,100,102,79,122,171,205,99,106,160,128
"4199",4916,3343,2323,1810,1568,2277,3046,3029,1807,1080,1577,1369
"167681",44,28,19,6,5,4,22,25,9,6,2,4
"9892",47,25,29,8,7,5,49,30,19,14,14,7
"105377879",0,0,0,0,0,0,0,0,1,0,0,1
"134701",4,2,12,6,4,5,2,6,2,6,14,2
"51167",712,560,355,375,241,442,475,526,312,226,400,304
"107986618",0,1,0,1,0,0,0,1,1,1,6,0
"112609",76,59,38,38,45,72,45,33,22,32,41,30
"22832",160,99,65,118,100,186,97,130,64,67,118,87
"107986620",0,0,0,0,0,0,1,0,0,0,0,0
"107986619",0,0,0,0,0,0,0,0,0,0,0,1
"105377880",0,0,0,0,0,0,0,0,0,0,1,0
"9096",2701,1761,1263,1309,1150,1673,1679,1931,1145,908,1432,1115
"102724201",10,3,2,2,3,10,6,3,1,4,7,5
"105377881",2,7,3,2,6,8,3,7,8,2,4,1
"101928820",47,30,16,2,6,8,21,22,18,13,14,7
"4907",1591,1016,707,1252,1111,1657,1782,1873,921,1076,1450,1236
"57231",2612,1623,1103,1431,1248,1845,1558,1498,829,856,1258,1055
"10492",8186,5667,3926,6177,5311,7769,5124,5665,3209,3543,4847,4191
"387066",4805,4151,2807,5717,4331,6324,4899,4513,2401,4522,6299,5390
"26799",4,3,4,1,2,2,7,7,2,6,4,4
"692088",23,15,7,10,9,21,21,38,12,11,14,12
"101928842",2,0,0,1,0,2,0,3,1,1,0,6
"3354",10,5,4,2,3,0,5,2,0,0,0,1
"1081",0,0,0,0,0,0,1,1,0,0,0,2
"23036",507,351,217,274,211,474,451,487,244,388,511,374
"375519",3,0,0,3,2,2,3,1,5,2,3,4
"57150",168,123,100,110,89,132,86,126,57,61,73,50
"206412",31,22,9,13,12,14,14,19,9,7,5,5
"63914",31,17,10,11,13,18,21,18,13,10,17,14
"154313",52,26,26,23,24,32,36,50,22,18,33,28
"10559",850,558,409,531,422,601,439,474,286,245,373,308
"57038",1048,760,528,890,751,1066,583,802,391,652,943,762
"23595",1154,834,506,716,656,911,728,769,386,452,625,435
"55122",1471,1170,810,1276,1141,1483,1236,1355,763,1059,1439,1221
"101928911",0,0,0,0,0,0,0,0,0,0,1,0
"105377882",2,0,0,0,0,0,0,0,0,0,0,0
"107986541",0,0,0,0,0,0,1,1,0,0,0,0
"1268",250,131,91,176,183,244,77,107,68,88,118,98
"105377884",0,0,0,0,0,0,0,0,0,0,0,1
"105377885",0,0,1,0,0,0,0,0,0,0,0,0
"101928936",0,1,0,0,0,0,0,0,0,0,0,0
"8732",1087,748,498,567,512,742,692,735,386,422,576,525
"10957",1238,916,554,595,434,644,1820,1982,1148,1010,1289,1084
"135293",1404,955,679,937,736,1119,881,1025,615,557,714,659
"135295",57,43,27,40,28,44,57,58,30,25,36,30
"101929004",8,10,9,4,3,10,20,11,14,4,7,8
"2569",0,0,0,0,0,0,11,2,1,1,3,0
"2570",18,11,8,9,14,11,59,59,32,38,54,60
"51465",1366,931,704,784,589,916,1073,1237,642,860,1121,910
"58528",139,65,72,111,79,138,42,59,46,54,70,68
"22881",132,100,75,60,53,80,80,93,63,49,54,40
"57226",1616,1146,808,927,720,1066,953,1179,586,524,640,573
"101929057",58,39,24,37,42,67,51,45,22,26,44,28
"23195",1870,1147,781,1258,1268,1776,1270,1326,724,860,1202,1025
"9994",881,547,370,574,473,753,600,657,336,405,599,466
"84694",0,0,0,0,0,0,0,0,1,0,0,0
"60468",2,0,1,0,0,1,20,18,7,27,50,33
"6885",1330,956,658,826,801,1200,1049,1065,548,861,1042,823
"105377896",0,0,0,0,0,0,0,0,1,0,0,0
"2045",223,122,102,0,2,0,122,168,94,1,3,0
"105377899",0,0,0,0,0,0,2,0,0,0,0,0
"643432",1,0,2,0,0,0,1,0,1,0,0,0
"101927288",5,7,7,5,5,8,8,7,3,4,2,3
"79694",484,311,191,234,212,335,273,296,139,134,177,148
"10690",0,0,0,0,0,0,0,0,0,0,0,2
"100861530",9,4,5,3,7,4,33,37,15,10,19,11
"23376",1069,648,446,540,476,722,631,750,402,514,712,566
"105377908",0,0,1,0,0,0,1,0,1,1,0,0
"81491",82,41,34,17,14,34,48,53,23,13,13,11
"29078",883,679,432,493,415,672,676,850,400,483,573,495
"114792",126,80,69,77,54,94,77,83,44,27,39,36
"253714",694,411,271,438,367,545,415,403,210,215,270,270
"101927314",0,0,0,0,1,0,0,1,0,0,1,1
"105447646",1,0,1,1,0,1,1,1,0,0,0,0
"5454",3,6,6,2,2,5,23,16,7,5,3,6
"26235",718,458,336,385,336,534,415,408,280,206,303,307
"84553",170,114,94,107,66,105,71,106,72,57,79,59
"51805",418,344,229,249,194,288,224,335,185,142,207,172
"25957",3385,2192,1519,1699,1596,2366,2137,2810,1565,1450,1983,1664
"101927365",179,121,90,93,87,133,98,173,92,91,120,86
"100130890",206,184,112,122,114,180,175,168,106,99,138,128
"85015",534,323,228,310,252,424,420,450,257,304,440,312
"892",1405,972,678,761,560,933,1118,1268,736,748,959,886
"59336",42,32,19,39,32,37,20,15,14,18,22,22
"84539",0,0,0,0,0,0,3,0,0,0,0,0
"105377911",4,0,1,0,0,0,3,0,1,0,1,1
"6492",0,0,0,0,0,0,0,0,0,0,1,0
"10973",2314,1484,1016,1157,1107,1601,1724,1738,981,1079,1468,1183
"107984041",5,3,1,1,2,2,16,18,13,3,6,7
"2898",322,197,159,4,3,12,208,200,102,9,6,5
"101927388",0,1,0,0,0,0,0,0,0,0,0,0
"105377913",0,0,0,0,0,0,0,1,0,0,0,0
"105377916",0,0,0,0,0,0,0,0,1,0,0,0
"102724443",0,0,0,0,0,0,0,0,1,0,0,0
"105377918",2,0,1,1,0,2,0,2,1,0,2,0
"57531",287,174,122,116,119,184,165,216,106,112,145,137
"389421",226,149,109,57,38,59,201,245,112,50,75,42
"11149",221,149,86,149,150,196,194,233,106,132,218,129
"154442",15,7,1,4,3,5,8,9,4,5,7,2
"64208",279,196,162,281,256,294,141,185,114,192,299,222
"5550",1872,1247,894,983,784,1355,1194,1342,759,692,958,813
"105377921",0,1,0,0,0,1,0,4,5,2,5,1
"105377922",0,0,0,0,0,0,0,0,0,4,3,2
"639",89,57,45,77,64,80,232,276,118,251,272,253
"9474",1131,825,569,752,644,955,799,833,494,574,784,634
"202",133,92,72,89,99,131,230,231,112,96,178,120
"105377924",0,0,0,0,0,0,0,1,0,0,0,0
"101927405",0,0,0,0,0,0,0,0,0,0,0,1
"84816",709,532,388,392,351,472,384,416,194,196,283,258
"55278",903,689,485,598,561,757,615,694,362,428,572,522
"105377926",0,1,0,0,0,3,0,4,2,2,3,0
"105377927",0,0,1,0,0,1,5,2,0,4,1,0
"100422737",273,187,142,51,46,60,116,203,84,20,49,29
"693172",2,0,0,0,0,0,1,0,0,0,0,0
"105377928",0,0,0,1,0,1,1,1,1,1,2,1
"100133941",31343,22696,15893,16706,14760,20782,14276,17376,9245,6222,9371,7876
"51250",372,319,187,231,204,289,237,325,176,150,254,214
"57673",362,216,167,278,252,365,179,185,126,130,153,141
"57107",598,416,299,313,279,404,384,368,183,232,298,255
"55084",64,51,36,58,54,91,45,54,32,46,73,64
"256380",0,0,0,0,0,0,0,1,0,0,0,0
